Laptop,Status,Brand,Model,CPU,RAM,Storage,GPU,Screen,Touch,Final Price
"Razer Blade 17 QHD 240Hz Intel Core i7-12800H/16 GB/1TB SSD/RTX 3060/17.3""",New,Razer,Blade,Intel Core i7,16,1000,RTX 3060,17.3,No,3099.98
"Lenovo V15 IGL Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Lenovo,V15,Intel Celeron,8,256,,15.6,No,322.49
"Acer Nitro 5 AN517-41-R37U AMD Ryzen 7 5800H/16GB/1TB SSD/RTX3070/17.3""",Refurbished,Acer,Nitro,AMD Ryzen 7,16,1000,RTX 3070,17.3,No,1214.63
"Dell Latitude 5480 Intel Core i5-7300U/8GB/256GB SSD/14""",Refurbished,Dell,Latitude,Intel Core i5,8,256,INTEL,14,No,489
"Samsung Galaxy Book2 Pro 360 Intel Evo Core i7-1260P/16GB/512GB SSD/15.6"" Táctil",Refurbished,Samsung,Galaxy Book,Intel Evo Core i7,16,512,,15.6,Yes,1699
DellXPS 154K Ultra HD / Touchscreen 3840x2160,New,Dell,XPS 15,Intel Core i7,16GB,512GB SSD,OTHER,15.6,Yes,2564.79
"Apple MacBook Air Intel Core i3/8GB/256GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i3,8,256,,13.3,No,767.39
LenovoLegion Y520-15IKBNIPS Panel Full HD 1920x1080,New,Lenovo,Legion Y520-15IKBN,Intel Core i5,8GB,128GB SSD +  1TB HDD,OTHER,15.6,No,1058.23
DellXPS 13IPS Panel 4K Ultra HD / Touchscreen 3840x2160,New,Dell,XPS 13,Intel Core i7,16GB,1TB SSD,INTEL,13.3,Yes,2673.9300000000003
"Razer Blade 15 Advanced Model 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,Razer,Blade,Intel Core i9,32,1000,RTX 3080,15.6,No,4399.99
"MSI GE66 Raider 10UG-602ES Intel Core i9-10980HK/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,RTX 3070,15.6,No,1820.65
"Dell XPS 7390 Intel Core i7-10510U/16GB/512GB SSD/13.3""",Refurbished,Dell,XPS,Intel Core i7,16,512,,13.3,No,1086.88
HPEliteBook 850Full HD 1920x1080,New,HP,EliteBook 850,Intel Core i7,8GB,512GB SSD,INTEL,15.6,No,1486.23
"Apple MacBook Air Apple M1/16GB/256GB SSD/GPU Hepta Core/13.3"" Gris Espacial",New,Apple,MacBook Air,Apple M1,16,256,INTEL,13.3,No,1349
"Lenovo ThinkPad E590 Intel Core i7-8565U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,INTEL,15.6,No,735.92
"ASUS ZenBook 14 UM425QA-KI188 AMD Ryzen 5 5600H/16GB/512GB SSD/14""",Refurbished,Asus,ZenBook,AMD Ryzen 5,16,512,INTEL,14,No,608.64
"Apple MacBook Pro Apple M1/8GB/256GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Apple M1,8,256,,13.3,No,1029.76
"Apple MacBook Pro Apple M1/16GB/1TB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Apple M1,16,1000,,13.3,No,1999
"PcCom Revolt 4060 Intel Core i7-13700H/32GB/500GB SSD/RTX 4060/15.6""",New,PcCom,Revolt,Intel Core i7,32,500,RTX 4060,15.6,No,1799.9
HPProbook 640Full HD 1920x1080,New,HP,Probook 640,Intel Core i5,8GB,256GB SSD,INTEL,14,No,1278.65
LenovoV110-15ISK (i3-6006U/4GB/1TB/Radeon1366x768,New,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Intel Core i3,4GB,1TB HDD,AMD,15.6,No,393.7600000000001
DellInspiron 5570Full HD 1920x1080,New,Dell,Inspiron 5570,Intel Core i7,16GB,256GB SSD +  2TB HDD,AMD,15.6,No,1214.45
"Acer Extensa 15 EX215-22-R32C AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 5,8,512,,15.6,No,491.13
"Dell XPS 13 9300 Intel Core i5-1035G1/8GB/512GB SSD/13.4""",Refurbished,Dell,XPS,Intel Core i5,8,512,,13.4,No,699
"HP 15S-FQ5028NS Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,16,512,,15.6,No,789
"HP OMEN 16-C0045NS AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX 3070/16.1""",Refurbished,HP,Omen,AMD Ryzen 9,16,1000,RTX 3070,16.1,No,1242.39
"MSI Modern 14 B10MW-215XES Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,MSI,Modern,Intel Core i5,16,512,,14,No,588.29
AppleMacBook Air1440x900,New,Apple,MacBook Air,Intel Core i5,8GB,256GB Flash Storage,INTEL,13.3,No,1067.86
ToshibaTecra Z40-C-12ZIPS Panel Full HD 1920x1080,New,Toshiba,Tecra Z40-C-12Z,Intel Core i5,8GB,256GB SSD,INTEL,14,No,1594.3000000000002
"Apple MacBook Pro Apple M1 Pro/16GB/1TB SSD/16.2"" Gris Espacial",Refurbished,Apple,MacBook Pro,Apple M1 Pro,16,1000,,16.2,No,2979
DellVostro 3568Full HD 1920x1080,New,Dell,Vostro 3568,Intel Core i5,4GB,128GB SSD,AMD,15.6,No,608.83
LenovoIdeaPad 100S-14IBR1366x768,New,Lenovo,IdeaPad 100S-14IBR,Intel Celeron,2GB,32GB Flash Storage,INTEL,14,No,266.43
"Gigabyte AERO 17 HDR WB-8ES4130SH Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/17.3""",Refurbished,Gigabyte,Aero,Intel Core i7,16,512,RTX 2070,17.3,No,2257.84
LenovoV330-15IKB (i5-8250U/4GB/256GB/FHD/W10)Full HD 1920x1080,New,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Intel Core i5,4GB,256GB SSD,INTEL,15.6,No,887.0300000000001
"Apple MacBook Pro Apple M1 Pro/16GB/512GB SSD/14.2"" Plata",Refurbished,Apple,MacBook Pro,Apple M1 Pro,16,512,,14.2,No,2500.01
HP15-bw011nv (A6-9220/4GB/1TB/FHD/W10)Full HD 1920x1080,New,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),,4GB,1TB HDD,AMD,15.6,No,425.86
"PcCom Revolt One 3070 Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,PcCom,Revolt,Intel Core i7,16,1000,RTX 3070,17.3,No,1949
"Lenovo ThinkPad P15 Gen 1 Intel Core i7-10750H/16GB/512GB SSD/Quadro T2000/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,T 2000,15.6,No,1670.01
"MSI Prestige 14 A11SCX-060ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,GTX 1650,14,No,1649
"Apple MacBook Pro Intel Core i5/8GB/128GB/13"" Plateado",Refurbished,Apple,MacBook Pro,Intel Core i5,8,128,,13,No,604
"MSI Creator Z17 A12UGST-040ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070 Ti/17"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,RTX 3070,17,Yes,3099
AsusA541NA-GO342 (N3350/4GB/500GB/Linux)1366x768,New,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Intel Celeron,4GB,500GB HDD,INTEL,15.6,No,239.68
DellAlienware 15Full HD 1920x1080,New,Dell,Alienware 15,Intel Core i7,16GB,256GB SSD +  1TB HDD,OTHER,15.6,No,3010.7125
DellLatitude 7480Full HD 1920x1080,New,Dell,Latitude 7480,Intel Core i7,8GB,256GB SSD,INTEL,14,No,1899.25
LenovoThinkpad T570IPS Panel 4K Ultra HD 3840x2160,New,Lenovo,Thinkpad T570,Intel Core i7,16GB,512GB SSD,OTHER,15.6,No,2616.15
LenovoThinkPad T570IPS Panel Full HD 1920x1080,New,Lenovo,ThinkPad T570,Intel Core i5,8GB,256GB SSD,INTEL,15.6,No,1487.3000000000002
"Acer TravelMate P2 P214-53-593J Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,16,512,,14,No,709.81
AppleMacBook ProIPS Panel Retina Display 2880x1800,New,Apple,MacBook Pro,Intel Core i7,16GB,256GB SSD,AMD,15.4,No,2610.7679
"Acer Nitro 5 AN515-55-598S Intel Core i5-10300H/8GB/256GB SSD/GTX 1650/15.6""",Refurbished,Acer,Nitro,Intel Core i5,8,256,GTX 1650,15.6,No,477.59
DellVostro 3568Full HD 1920x1080,New,Dell,Vostro 3568,Intel Core i5,8GB,256GB SSD,INTEL,15.6,No,802.5
HPENVY -IPS Panel Full HD 1920x1080,New,HP,ENVY -,Intel Core i5,8GB,256GB SSD,INTEL,13.3,No,1272.23
"MSI Modern 14 C13M-447XES Intel Core i5-1335U/16GB/512GB SSD/14""",New,MSI,Modern,Intel Core i5,16,512,,14,No,799
"Microsoft Surface Go 2 Intel Core M3-8100Y/8GB/128 GB SSD/10.5"" 4G Táctil Platino",New,Microsoft,Surface Go,Intel Core M3,8,128,,10.5,Yes,1147.67
MSI Pulse 17 B13VGK-435PT Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/17.3'' (PT),New,MSI,Pulse,Intel Core i7,16,1000,RTX 4070,17.3,No,2303.1
"Acer Aspire 3 A315-58-32EE Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i3,8,512,,15.6,No,499
"HP 250 G8 2X7L0EA Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,250,Intel Core i3,8,256,INTEL,15.6,No,466.1
"Lenovo IdeaPad 3 15ITL6 Intel Core i7-1165G7/16GB/512GBSSD/15.6""",New,Lenovo,IdeaPad,Intel Core i7,16,512,,15.6,No,749
DellInspiron 7559IPS Panel Touchscreen / 4K Ultra HD 3840x2160,New,Dell,Inspiron 7559,Intel Core i7,16GB,128GB SSD +  1TB HDD,OTHER,15.6,Yes,1175.93
"Acer Predator Helios 300 PH315-53-72T7 Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,RTX 3060,15.6,No,914.64
HPProBook 4401366x768,New,HP,ProBook 440,Intel Core i3,4GB,128GB SSD,INTEL,15.6,No,737.23
Dell Laptop,New,Dell,Notebook,Intel Core i7,8,256,NVDIA,15.6,No,2312
"Alurin Go Start Intel Celeron N4020/8GB/256GB SSD/14"" + Windows 11 Home",New,Alurin,Go,Intel Celeron,8,256,,14,No,339
"HP 15S-FQ3014NS Intel Celeron N4500/8GB/256GB SSD/15.6""",New,HP,15S,Intel Celeron,8,256,,15.6,No,354
DellInspiron 35671366x768,New,Dell,Inspiron 3567,Intel Core i3,4GB,1TB HDD,INTEL,15.6,No,447.9448
HPOmen 15-ce007nvIPS Panel Full HD 1920x1080,New,HP,Omen 15-ce007nv,Intel Core i7,12GB,128GB SSD +  1TB HDD,OTHER,15.6,No,1336.43
"MSI Katana 17 B13VFK-087ES Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/17.3""",New,MSI,Katana,Intel Core i7,16,1000,RTX 4060,17.3,No,1999
"MSI Modern 15 B13M-283ES Intel Core i7-1355U/16GB/1TB SSD/15.6""",New,MSI,Modern,Intel Core i7,16,1000,,15.6,No,1169.01
"Acer Aspire 3 A315-58-77EL Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i7,16,512,,15.6,No,749
"ASUS ROG Strix G17 G713RM-LL009 AMD Ryzen 7 6800H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,Asus,ROG,AMD Ryzen 7,32,1000,RTX 3060,17.3,No,2099
"Dell Vostro 5320 Intel Evo Core i7-1260P/16GB/512GB SSD/13.3""",New,Dell,Vostro,Intel Evo Core i7,16,512,INTEL,13.3,No,1216
"ASUS  ROG Zephyrus M16 GU604VI-93D47PB1 Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16"" (PT)",New,Asus,ROG,Intel Core i9,32,1000,RTX 4070,16,No,3456.44
"ASUS VivoBook F1500EA-EJ3066W Intel Core i7-1165G7/8GB RAM/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,,15.6,No,625
"Apple Macbook Air Apple M2/8GB/512GB SSD/GPU Deca Core/13.6"" Gris Espacial",New,Apple,MacBook Air,Apple M2,8,512,INTEL,13.6,No,1869
"MSI Raider GE77HX 12UHS-018ES Intel Core i9-12900HX/64GB/2TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i9,64,2000,RTX 3080,17.3,No,4499
"Lenovo Yoga 9 14IAP7 Intel Evo Core i7-1260P/16GB/1TB SSD/14"" Táctil",New,Lenovo,Yoga,Intel Evo Core i7,16,1000,,14,Yes,2383.85
"HP 250 G9 Intel Core i3-1215U/8GB/256GB SSD/15.6""",New,HP,250,Intel Core i3,8,256,,15.6,No,634.05
"Lenovo Legion Pro 7 16IRX8H Intel Core i9-13900HX/32GB/1TB SSD/RTX 4080/16""",New,Lenovo,Legion,Intel Core i9,32,1000,RTX 4080,16,No,4580.73
MSIGT72S DominatorFull HD 1920x1080,New,MSI,GT72S Dominator,Intel Core i7,16GB,256GB SSD +  1TB HDD,OTHER,17.3,No,2566.9300000000003
HPEnvy 13-AD007nvIPS Panel Full HD 1920x1080,New,HP,Envy 13-AD007nv,Intel Core i5,4GB,256GB SSD,INTEL,13.3,No,747.9300000000001
Dell Laptop,New,Dell,Workstation,Intel Core i7,16,256,NVDIA,17.3,No,3665
MSIGL72M 7RDXFull HD 1920x1080,New,MSI,GL72M 7RDX,Intel Core i7,8GB,128GB SSD +  1TB HDD,OTHER,17.3,No,1275.226
"Dell Latitude E5470 Intel Core i5-6300U/8GB/240GB SSD/14""",Refurbished,Dell,Latitude,Intel Core i5,8,240,,14,No,499
"MSI Bravo 15 B5DD-007XES AMD Ryzen 5 5600H/8GB/512GB SSD/RX5500M/15.6""",New,MSI,Bravo,AMD Ryzen 5,8,512,Radeon Pro 5500M,15.6,No,925.34
DellLatitude 5480Full HD 1920x1080,New,Dell,Latitude 5480,Intel Core i5,8GB,256GB SSD,OTHER,14,No,1165.23
"Acer Extensa 15 EX215-52-519J Intel Core i5-1035G1/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,INTEL,15.6,No,666.44
"Lenovo V17 G3 IAP Intel Core i5-1235U/16GB/512GB SSD/17.3""",New,Lenovo,V17,Intel Core i5,16,512,INTEL,17.3,No,999.62
HP Laptop,New,HP,Notebook,Intel Core i3,4,128,INTEL,15.6,No,896
Lenovo Laptop,New,Lenovo,Ultrabook,Intel Core i7,8,256,NVDIA,14,No,2417
DellInspiron 5368Full HD / Touchscreen 1920x1080,New,Dell,Inspiron 5368,Intel Core i7,8GB,256GB SSD,INTEL,13.3,Yes,853.8707
"Microsoft Surface Laptop 5 Alcántara Intel Evo Core i5-1235U/8GB/256GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i5,8,256,,13.5,Yes,1179
"HP EliteBook 840 G4 Intel Core  i7-7500U/8GB/256GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,8,256,,14,No,538
"Dynabook Portégé X30-F-15T Intel Core i5-8265U/8GB/256GB SSD/13.3""",New,Dynabook Toshiba,Portégé,Intel Core i5,8,256,,13.3,No,1369.87
ASUS M515UA-R55BHDSB2 AMD Ryzen 5 5500U/16GB/256GB SSD/15.6'' (PT),New,Asus,M515UA,AMD Ryzen 5,16,256,,15.6,No,625.41
RazerBlade Pro4K Ultra HD / Touchscreen 3840x2160,New,Razer,Blade Pro,Intel Core i7,32GB,512GB SSD,OTHER,17.3,Yes,5883.93
"MSI GF75 Thin 10UE-017XES Intel Core i7-10750H/16GB/512GB SSD/RTX 3060/17.3""",Refurbished,MSI,Thin,Intel Core i7,16,512,RTX 3060,17.3,No,877.09
"Razer Book 13 Intel Evo Core i7-1165G7/16GB/1TB SSD/13.4"" Táctil",Refurbished,Razer,Book,Intel Evo Core i7,16,1000,,13.4,Yes,1899.99
"Acer Aspire 3 A314-36P-30XR Intel Core i3-N305/8GB/512GB SSD/14""",New,Acer,Aspire,Intel Core i3,8,512,,14,No,599
"Dell Latitude 7320 Detachable Intel Evo Core i7-1180G7/16GB/512GB SSD/13"" Táctil",New,Dell,Latitude,Intel Evo Core i7,16,512,,13,Yes,1620.92
"Medion Akoya E15301 AMD Ryzen 5 3500U/8 GB/256 GB SSD/15.6""",New,Medion,Akoya,AMD Ryzen 5,8,256,,15.6,No,399.99
"AppleMacBook 12""IPS Panel Retina Display 2304x1440",New,Apple,"MacBook 12""",,8GB,256GB Flash Storage,INTEL,12,No,1391
"MSI Prestige 16 Studio A13VE-045XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",New,MSI,Prestige,Intel Core i7,32,1000,RTX 4050,16,No,1999
HPEliteBook 8201366x768,New,HP,EliteBook 820,Intel Core i5,8GB,256GB SSD,INTEL,12.5,No,1486.23
"HP EliteBook 850 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i5,8,256,,15.6,No,520
AcerAspire A515-51G-32MXFull HD 1920x1080,New,Acer,Aspire A515-51G-32MX,Intel Core i3,4GB,1TB HDD,OTHER,15.6,No,567.1
"HP Victus 16-E0071NS AMD Ryzen 7 5800H/8GB/512GB SSD/RX 5500M/16.1""",New,HP,Victus,AMD Ryzen 7,8,512,Radeon Pro 5500M,16.1,No,909.13
LenovoIdeaPad Y700-15ISKIPS Panel Full HD 1920x1080,New,Lenovo,IdeaPad Y700-15ISK,Intel Core i5,8GB,128GB SSD +  1TB HDD,OTHER,15.6,No,844.23
"MSI Raider GE78HX 13VG-040ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17""",New,MSI,Raider,Intel Core i7,32,1000,RTX 4070,17,No,2999
"Gigabyte AERO 15 OLED XA-7ES5130SD Intel Core i7-9750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Gigabyte,Aero,Intel Core i7,16,512,RTX 2070,15.6,No,1110.94
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/1TB SSD/RTX3060/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 7,16,1000,RTX 3060,15.6,No,1249
"Dell Vostro 3400 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,512,,14,No,926.63
"Gigabyte AORUS 5 KE4-72ES314SD Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,RTX 3060,15.6,No,1599
"HP 15S-FQ4065NS Intel Core i7-1195G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,8,512,,15.6,No,734.64
"HP 15S-EQ2090NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,,15.6,No,599.01
AppleMacBook ProIPS Panel Retina Display 2880x1800,New,Apple,MacBook Pro,Intel Core i7,16GB,256GB Flash Storage,INTEL,15.4,No,2289.7679
HP15-bs012nv (i7-7500U/8GB/1TB/RadeonFull HD 1920x1080,New,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Intel Core i7,8GB,1TB HDD,AMD,15.6,No,797.1500000000001
"ASUS Vivobook 14 F1400EA-EK1543W Intel Core i3-1115G4/8GB/256GB SSD/14""",New,Asus,VivoBook,Intel Core i3,8,256,,14,No,549
"Lenovo ThinkPad T15 Intel Core i5-10210U/8GB/256GB SSD/15.6""",New,Lenovo,ThinkPad,Intel Core i5,8,256,,15.6,No,849
LenovoFlex 5Full HD / Touchscreen 1920x1080,New,Lenovo,Flex 5,Intel Core i5,8GB,256GB SSD,INTEL,14,Yes,1068.93
"HP OMEN 16-c0013ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050Ti/16.1""",Refurbished,HP,Omen,AMD Ryzen 7,16,512,RTX 3050,16.1,No,829.33
PcCom Revolt 4060 Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/15.6 + Windows 11 Home,New,PcCom,Revolt,Intel Core i7,16,1000,RTX 4060,15.6,No,1949.9
LenovoIdeaPad 320-15IAP1366x768,New,Lenovo,IdeaPad 320-15IAP,Intel Pentium,4GB,1TB HDD,INTEL,15.6,No,385.18930000000006
"MSI GE76 Raider 10UH-061ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,RTX 3080,17.3,No,2429.64
"Apple MacBook Pro Intel Core i5/16GB/512GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i5,16,512,,13.3,No,1299.75
"Acer Aspire 5 A514-54G-59FU Intel Core i5-1135G7/8GB/512GB SSD/MX350/14""",New,Acer,Aspire,Intel Core i5,8,512,,14,No,769.58
Lenovo Laptop,New,Lenovo,Notebook,Intel Core i3,4,128,INTEL,13,No,697
LenovoThinkPad E580IPS Panel Full HD 1920x1080,New,Lenovo,ThinkPad E580,Intel Core i5,8GB,256GB SSD +  1TB HDD,AMD,15.6,No,1224.615
"Apple MacBook Intel Core M3/8GB/256GB/12"" Plata",Refurbished,Apple,Macbook,Intel Core M3,8,256,,12,No,614.08
Dell Laptop,New,Dell,Notebook,Intel Core i5,8,256,AMD,15.6,No,1016
"HP 250 G9 Intel Core i3-1215U/8 GB/512GB SSD/15.6""",New,HP,250,Intel Core i3,8,512,,15.6,No,453
"Gigabyte AORUS 15P XD-73ES324SH Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,RTX 3070,15.6,No,1304.79
ToshibaTecra A50-D-11DIPS Panel Full HD 1920x1080,New,Toshiba,Tecra A50-D-11D,Intel Core i7,8GB,256GB SSD,INTEL,15.6,No,1485.16
"Lenovo ThinkPad T16 Gen 1 Intel Core i5-1235U/16GB/512GB SSD/16""",New,Lenovo,ThinkPad,Intel Core i5,16,512,,16,No,1925
"Asus ExpertBook L1500CDA-EJ0480R AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",Refurbished,Asus,ExpertBook,AMD Ryzen 3,8,256,,15.6,No,469
AcerAspire VX5-591GFull HD 1920x1080,New,Acer,Aspire VX5-591G,Intel Core i5,16GB,256GB SSD,OTHER,15.6,No,1389.93
"HP EliteBook 850 G4 i5-7300U/8GB/256GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i5,8,256,,15.6,No,675
AcerAspire 7Full HD 1920x1080,New,Acer,Aspire 7,Intel Core i7,8GB,1TB HDD,OTHER,15.6,No,905.22
"Lenovo IdeaPad 3i 15ITL6 Gen 6 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,512,,15.6,No,719.79
"ASUS F515JA-BQ2315W Intel Core i5-1035G1/8GB/512GB SSD/15.6""",Refurbished,Asus,F515,Intel Core i5,8,512,,15.6,No,659
"LG Gram 17Z90Q Intel Core i7-1260P/32GB/512GB SSD/RTX 2050/17""",New,LG,Gram,Intel Core i7,32,512,RTX 2050,17,No,2209
"MSI Modern 15 B7M-041XES AMD Ryzen 5 7530U/16GB/512GB SSD/15.6""",New,MSI,Modern,AMD Ryzen 5,16,512,,15.6,No,839
"ASUS Chromebook CX1400CNA-BV0210 Intel Celeron N3350/8GB/32GB/14""",New,Asus,Chromebook,Intel Celeron,8,32,,14,No,349
"Lenovo IdeaPad 3 15ITL6 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Azul",New,Lenovo,IdeaPad,Intel Core i3,8,256,,15.6,No,529
DellInspiron 5767Full HD 1920x1080,New,Dell,Inspiron 5767,Intel Core i7,8GB,1TB HDD,AMD,17.3,No,925.55
"Gigabyte AORUS 15G XB-8ES2130MD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070 SUPER/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,RTX 2070,15.6,No,1045.94
"Dynabook Toshiba Satellite Pro C50-G-10T Intel Core i7-10510U/16GB/512GB SSD/15.6""",Refurbished,Dynabook Toshiba,Satellite Pro,Intel Core i7,16,512,,15.6,No,799
"ASUS E510MA-EJ1188W Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Asus,E510,Intel Celeron,8,256,,15.6,No,329.99
"MSI GF65 Thin 10SER-884XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,RTX 2060,15.6,No,739.38
"Lenovo IdeaPad 3 15ITL6 Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,Intel Core i5,8,512,,15.6,No,519.01
HPSpectre x360IPS Panel 4K Ultra HD / Touchscreen 3840x2160,New,HP,Spectre x360,Intel Core i7,8GB,512GB SSD,INTEL,13.3,Yes,2138.9300000000003
DellInspiron 7567Full HD 1920x1080,New,Dell,Inspiron 7567,Intel Core i7,8GB,1.0TB Hybrid,OTHER,15.6,No,961.93
DellInspiron 35521366x768,New,Dell,Inspiron 3552,Intel Pentium,4GB,500GB HDD,INTEL,15.6,No,346.68
"HP ProBook 450 G8 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i5,16,512,,15.6,No,1298.15
LenovoLegion Y520-15IKBNIPS Panel Full HD 1920x1080,New,Lenovo,Legion Y520-15IKBN,Intel Core i5,8GB,128GB SSD +  1TB HDD,OTHER,15.6,No,1058.23
"HP 15S-FQ2162NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i3,8,512,,15.6,No,646.39
MSIGP62 7RDXFull HD 1920x1080,New,MSI,GP62 7RDX,Intel Core i7,16GB,256GB SSD +  1TB HDD,OTHER,15.6,No,1384.5800000000002
"HP 15S-FQ4074NS Intel Core  i5-1155G7/8GB/1TB SSD/15.6""",New,HP,15S,Intel Core i5,8,1000,INTEL,15.6,No,715
"Lenovo Ideapad Gaming 3 Gen 6 Intel Core i5-11320H/16GB/512GB SSD/GTX 1650/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,GTX 1650,15.6,No,829.01
"Microsoft Surface Pro 6 Intel Core i5-8250U/8GB/256GB SSD/12.3"" Táctil",Refurbished,Microsoft,Surface Pro,Intel Core i5,8,256,,12.3,Yes,1349
"HP Omen 15-en1004ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,HP,Omen,AMD Ryzen 7,16,1000,RTX 3070,15.6,No,1199.99
"Razer Blade 15 Base Model FHD Intel Core i7-10750H/16GB/512GB SSD/RTX 3070/15.6""",Refurbished,Razer,Blade,Intel Core i7,16,512,RTX 3070,15.6,No,1583.39
"ASUS F1500EA-BQ3074W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,512,,15.6,No,499
Lenovo110-15ACL (A6-7310/4GB/500GB/W10)1366x768,New,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),,4GB,500GB HDD,AMD,15.6,No,318.86
"MSI Prestige 15 A10SC-060XES Intel Core i7-10710U/16GB/1TB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,GTX 1650,15.6,No,1022.39
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 5,16,512,,15.6,No,1010.27
